10466.1	10384.8	10343.8	10384.8	10476.3	10065.9	10082.9	10074.9	10293.8	10299.8	10296.1	10778.3	10804.5	10820.5	9659.95	9683.31	9657.09	10491.3	8446.19	8779.55	8491.87	
10384.8	10434.3	10369.3	10434.3	10394.8	10020.6	10039.6	10028.9	10258.4	10264.1	10261.1	10789.7	10816.4	10832.9	9611.46	9634.63	9609.07	10411.1	8409.19	8752.35	8466.55	
10343.8	10369.3	10344.8	10369.3	10354	9978.24	9996.51	9986.09	10214.7	10220.7	10217.1	10743	10769.1	10786	9603.73	9625.85	9601.29	10368.8	8367.94	8717.01	8419.31	
10384.8	10434.3	10369.3	10434.3	10394.8	10020.6	10039.6	10028.9	10258.4	10264.1	10261.1	10789.7	10816.4	10832.9	9611.46	9634.63	9609.07	10411.1	8409.19	8752.35	8466.55	
10476.3	10394.8	10354	10394.8	10486.9	10075.4	10092.4	10084.4	10303.4	10309.4	10305.7	10787.5	10813.7	10829.8	9669.32	9692.68	9666.44	10501.7	8453.68	8786.79	8499.53	
10065.9	10020.6	9978.24	10020.6	10075.4	9822.09	9839.26	9829.42	9967.18	9971.97	9968.62	10425	10448.7	10465.4	9340.79	9363.6	9337.73	10088	8201.06	8531.35	8248.95	
10082.9	10039.6	9996.51	10039.6	10092.4	9839.26	9858.23	9847.23	9988.92	9993.85	9990.31	10450.9	10475	10491.7	9363.64	9386.44	9360.62	10105.6	8219.05	8550.4	8267.4	
10074.9	10028.9	9986.09	10028.9	10084.4	9829.42	9847.23	9840.43	9978.38	9983.23	9979.91	10435.7	10459.8	10476.3	9347.13	9369.65	9344.02	10097.8	8209.34	8537.91	8260.2	
10293.8	10258.4	10214.7	10258.4	10303.4	9967.18	9988.92	9978.38	10372.2	10378.6	10373.3	10807.5	10835.4	10850.3	9738.69	9762.3	9735.71	10321.4	8450.28	8783.97	8513.72	
10299.8	10264.1	10220.7	10264.1	10309.4	9971.97	9993.85	9983.23	10378.6	10386.6	10380.9	10818.5	10846.7	10861.7	9743.92	9767.45	9740.85	10327.3	8455.47	8791.45	8519.48	
10296.1	10261.1	10217.1	10261.1	10305.7	9968.62	9990.31	9979.91	10373.3	10380.9	10376.4	10806.1	10834.1	10849	9741.57	9764.96	9738.58	10323.7	8452.85	8786.06	8517.07	
10778.3	10789.7	10743	10789.7	10787.5	10425	10450.9	10435.7	10807.5	10818.5	10806.1	13289.9	13322	13341.9	11127.2	11150.9	11121.7	10811.6	9472.95	9852.06	9595.89	
10804.5	10816.4	10769.1	10816.4	10813.7	10448.7	10475	10459.8	10835.4	10846.7	10834.1	13322	13356.1	13375	11154.3	11178.1	11148.8	10838.4	9492.79	9872.25	9616.34	
10820.5	10832.9	10786	10832.9	10829.8	10465.4	10491.7	10476.3	10850.3	10861.7	10849	13341.9	13375	13395.7	11169.3	11193	11163.7	10854	9505.13	9886.13	9631.13	
9659.95	9611.46	9603.73	9611.46	9669.32	9340.79	9363.64	9347.13	9738.69	9743.92	9741.57	11127.2	11154.3	11169.3	11089.5	11114.8	11087.5	9709.6	8849.9	9181.28	8887.72	
9683.31	9634.63	9625.85	9634.63	9692.68	9363.6	9386.44	9369.65	9762.3	9767.45	9764.96	11150.9	11178.1	11193	11114.8	11141.6	11113.2	9733.03	8872.18	9203.91	8908.36	
9657.09	9609.07	9601.29	9609.07	9666.44	9337.73	9360.62	9344.02	9735.71	9740.85	9738.58	11121.7	11148.8	11163.7	11087.5	11113.2	11085.9	9706.68	8846.49	9177.52	8884.53	
10491.3	10411.1	10368.8	10411.1	10501.7	10088	10105.6	10097.8	10321.4	10327.3	10323.7	10811.6	10838.4	10854	9709.6	9733.03	9706.68	10521.4	8466.52	8803.29	8515.45	
8446.19	8409.19	8367.94	8409.19	8453.68	8201.06	8219.05	8209.34	8450.28	8455.47	8452.85	9472.95	9492.79	9505.13	8849.9	8872.18	8846.49	8466.52	8291.21	8431.41	8213.72	
8779.55	8752.35	8717.01	8752.35	8786.79	8531.35	8550.4	8537.91	8783.97	8791.45	8786.06	9852.06	9872.25	9886.13	9181.28	9203.91	9177.52	8803.29	8431.41	8889.64	8456.38	
8491.87	8466.55	8419.31	8466.55	8499.53	8248.95	8267.4	8260.2	8513.72	8519.48	8517.07	9595.89	9616.34	9631.13	8887.72	8908.36	8884.53	8515.45	8213.72	8456.38	8362.02	
